Geneid	RS_ZFP821_WT_RNA_seq_rep1	RS_ZFP821_WT_RNA_seq_rep2	RS_ZFP821_KO_RNA_seq_rep1	RS_ZFP821_KO_RNA_seq_rep2
Tmem268	207	224	108	128
Gm38592	34	25	24	23
Atp6v1g1	4214	3629	1913	2208
Whrn	3798	3858	2325	2621
Gm52742	2310	2051	1622	1864
Aknaos	2077	1814	1042	1219
Akna	9139	9373	7204	8244
Orm2	1	5	3	3
Orm3	8	2	4	4
Gm11212	0	0	0	1
Orm1	0	0	0	0
Gm52743	6	5	7	2
Mir455	0	0	0	0
Col27a1	338	323	249	267
Kif12	3	0	0	0
Ambp	16	21	12	10
Gm30764	89	95	42	56
Zfp618	1327	1198	783	940
Gm25391	1	0	0	1
Gm24117	0	0	0	0
Gm30699	0	0	1	1
Gm11211	6	3	7	8
Gm11210	8	2	8	10
Gm52741	42	34	26	19
Rgs3	10217	10090	5871	7052
4933430I17Rik	3812	3204	2415	2815
Pole3	1660	1412	1040	988
Alad	1157	1193	628	658
Hdhd3	451	492	186	202
Bspry	50945	50131	24639	28090
Wdr31	35284	31411	15212	16994
Gm30589	0	0	2	1
Rnf183	28	39	76	85
Prpf4	2130	1931	1172	1509
Cdc26	2675	2340	874	992
Slc31a1	987	910	616	726
Fkbp15	281	275	228	281
Slc31a2	2348	2242	963	1104
Gm23148	2	0	0	2
Mup-ps15	0	0	0	0
Mup18	0	0	0	0
Mup17	0	0	0	0
Mup-ps11	0	0	1	1
Gm21286	0	0	0	0
Mup22	0	0	0	0
Mup-ps8	0	0	0	0
Mup12	0	0	0	0
Mup-ps7	0	0	0	0
Mup11	0	0	0	0
Mup-ps5	0	0	0	0
Mup10	0	0	0	0
Mup-ps24	0	0	0	0
Mup-ps6	0	0	0	0
Mup1	0	0	0	0
Mup-ps3	0	0	0	0
Mup8	0	0	0	0
Mup-ps2	0	0	0	0
Gm12543	1	0	3	1
Inip	288	226	211	205
E130308A19Rik	215	218	179	188
Hsdl2	5100	4204	3198	3916
Ptbp3	1067	978	857	1007
Gm12527	1	0	1	2
Susd1	49	49	30	36
Gm35578	1	1	0	0
Gm12596	1	0	0	0
Ugcg	604	588	399	499
Rpsa-ps11	52	40	57	65
Gm35527	51	42	49	55
Shoc1	324	321	299	427
Gng10	1892	1604	740	890
Dnajc25	368	283	179	176
Ptgr1	261	214	101	116
Zkscan16	11	19	13	21
Ecpas	2293	2028	2315	2926
Olfr267	0	1	0	0
Gm12579	1	0	1	0
Gm12577	32	24	83	89
Mir3095	4	2	8	9
Lpar1	6943	6041	3118	3657
Musk	51	36	17	19
Gm30907	0	0	0	0
Svep1	71	77	30	43
Gm35402	0	0	0	1
Txndc8	5703	5564	3046	3867
Gm35344	235	212	191	247
Txn1	71	43	10	24
Gm52700	0	0	0	1
Gm42292	1	1	0	1
Gm42293	0	0	0	0
D630039A03Rik	1	0	1	1
Gm26138	0	0	0	0
Gm35099	187	191	183	223
Gm52699	3	2	2	1
Gm12539	0	0	0	0
Pakap	4012	3706	2516	2910
Gm12538	0	0	3	0
Gm12537	0	0	0	0
1700042G15Rik	5064	4741	3014	3611
Gm12536	1	0	0	1
Ptpn3	62	47	24	37
Gm12530	85	71	74	123
Gm34802	0	0	0	0
LOC108168956	0	0	0	0
Gm34738	51	42	12	16
Epb41l4b	177	179	85	107
Frrs1l	78	58	16	45
Gm22300	1	0	0	0
Gm25053	1	0	5	2
Mir32	1	0	0	0
Tmem245	388	348	228	291
Ctnnal1	106	114	66	67
Abitram	322	267	313	308
Elp1	787	707	535	618
Actl7a	38353	34720	16260	20095
Actl7b	187617	178236	66205	75126
Gm52740	0	0	0	0
Gm26144	5	1	3	8
Gm34687	150	152	223	261
Gm34628	11	15	14	14
Gm12518	0	1	0	0
Gm42291	2	2	4	1
Gm12519	0	0	0	1
Gm34482	13	14	3	9
Gm12511	66	45	97	114
Gm34343	632	505	864	878
Gm12506	810	770	832	878
Klf4	35427	33892	21401	24488
Gm22150	0	1	1	2
Gm12505	105	128	128	160
Gm34290	165	131	180	230
Gm12516	37	29	35	29
Rad23b	21253	17939	12341	14198
Gm42290	2	0	1	3
Gm25419	0	0	0	0
Gm52739	0	0	0	1
Gm12512	0	0	0	1
Gm12508	0	0	0	0
Gm34231	0	0	0	0
Gm12509	0	0	0	1
Gm12514	5	1	1	3
Gm42289	0	3	0	5
Zfp462	866	721	659	737
Gm8364	3	1	0	0
Gm12479	0	0	0	0
Gm34133	0	0	0	0
Gm12477	0	1	0	3
Tpt1-ps2	0	0	1	1
Gm34072	15	9	4	8
Gm34008	3	9	13	12
Gm52738	7	11	29	29
Gm33893	3	2	1	2
Gm24177	1	0	0	3
Gm33840	0	0	0	0
Gm23745	0	0	0	0
Gm12468	4	1	0	1
LOC115490001	0	0	0	0
Tmem38b	1007	907	519	589
Rps15a-ps8	0	0	0	0
Tal2	135	119	127	146
Fktn	2708	2491	2697	3186
Gm12470	12	8	36	50
Fsd1l	1178	901	1677	1993
Slc44a1	107	95	48	59
Gm12496	0	0	2	0
Gm52737	0	0	0	0
Mexis	5	5	3	6
4930522O17Rik	1641	1391	791	959
LOC115490054	0	0	0	0
Lexis1	31	18	30	30
Abca1	661	604	329	377
Nipsnap3b	109	106	87	127
Nipsnap3a	10550	10358	6499	7556
Olfr270	0	0	0	0
Gm33479	0	3	0	0
Olfr271-ps1	16	23	5	8
Olfr272	0	0	0	1
Cct3-ps1	8	0	1	11
Olfr273	0	1	0	0
Olfr274-ps1	0	0	0	0
Olfr275	3	3	16	19
Gm12482	12	18	31	40
4930552N02Rik	62	72	73	99
Gm33435	38	41	79	106
Toporsl	6210	4641	6895	8494
Vma21-ps	1	0	1	0
Tmc4-ps	79	61	48	75
Smc2	1004	709	1182	1574
Smc2os	248	177	109	121
Gm12475	1	1	2	1
Gm12467	0	0	1	0
Gm12466	0	0	0	1
C630028M04Rik	0	0	0	0
Gm12461	0	0	0	0
Gm46854	0	0	0	0
Gm22042	52	20	7	7
Gm23043	0	0	0	0
Amd-ps4	1	0	3	0
Cylc2	1979	1466	3398	4377
Gm12460	1	0	0	0
Gm42287	135	82	76	94
Gm42288	41	50	67	81
Gm25485	0	0	0	0
Ppp3r2	55554	48200	27620	34113
Grin3a	9	10	16	19
Rnf20	278	236	379	411
Gm45952	453	340	115	138
Gm33159	109	64	86	92
Gm33106	4	1	2	3
Pgap4	10607	9836	4816	5619
Aldob	8	8	11	19
Zfp189	1112	958	1357	1611
Mrpl50	145	144	86	100
Gm52736	0	0	1	0
Baat	3	5	2	5
Gm32894	0	0	0	0
Gm33009	0	0	0	0
Gm26424	0	0	0	0
Acnat1	10	10	15	19
Rbpj-ps2	4	1	9	6
Gm12452	0	3	3	1
Gm12451	2	2	0	0
Acnat2	42	19	21	20
Rbpj-ps1	2	1	2	1
Gm22685	0	0	0	0
Gm32657	3	5	6	5
Plppr1	4	4	2	4
Gm12436	0	0	0	0
Gm23746	0	0	0	0
Gm52718	0	0	0	0
Cavin4	134	85	217	255
Tmeff1	1763	1364	1071	1158
Msantd3	335	239	139	132
Tex10	11752	10083	7716	9629
Gm12435	41	16	11	4
Invs	239	202	157	198
Mir1958	0	2	0	0
Erp44	1743	1465	1200	1386
Stx17	5160	4625	3629	4238
Nr4a3	219	176	164	186
Gm52735	1	0	0	1
Gm46853	0	0	1	0
Gm22670	0	0	0	0
Gm32544	72	76	57	77
Gm32487	21	7	21	20
Gm42284	35	27	56	63
Gm42283	174	194	150	147
Sec61b	1062	899	331	416
Alg2	249	233	132	155
Gm12430	0	0	0	0
Tgfbr1	1946	1528	1703	1999
Gm32435	3564	3124	2195	2462
Gm42282	1	2	0	0
Gm52732	23	22	30	23
Gm52734	3	1	0	0
Gm52733	0	1	0	0
Gm32317	4	0	0	2
Col15a1	987	1014	518	575
Gm12426	0	0	0	2
Gm52731	0	0	1	0
Galnt12	33	38	14	15
Anks6	681	661	866	987
Gm32135	0	0	2	1
Gm32208	5	2	63	83
Gabbr2	287	252	251	289
Gm42281	1867	1813	1004	1093
Gm31850	69	66	42	41
Tbc1d2	6826	6950	5256	5889
Coro2a	17592	17370	12769	15320
Gm16731	391	318	160	155
Trim14	360	335	213	260
Gm22247	0	0	0	0
Nans	918	811	381	426
Anp32b	324	239	147	149
Hemgn	2368	1835	1001	1384
Trmo	2803	2422	1047	1167
Foxe1	5	0	0	0
Gm42280	0	0	1	1
Gm12447	3	0	1	1
Gm12446	1	2	2	0
Gm12445	0	0	0	1
Gm12444	0	1	8	6
Gm31617	1	1	0	5
Xpa	79	65	48	49
Ncbp1	60459	51703	26450	30682
Tstd2	160	120	65	74
Gm52729	13	11	9	3
Tmod1	781	712	515	663
Gm52728	44	25	27	31
Tdrd7	51850	48324	35094	42515
Ccdc180	6018	5459	6560	8279
Stra6l	70	53	57	51
Igfbpl1	1	1	0	2
Aldh1b1	169	138	67	62
Gm12409	3	2	1	0
Gm31563	4	5	9	4
Gm829	2	0	0	2
Gm12408	0	0	1	0
Gm12411	1	0	1	0
Gm22055	0	0	0	0
Shb	1103	1073	494	537
Gm46852	10	7	4	2
Slc25a51	345	297	129	146
Dcaf10	2364	2016	1285	1592
Gm12585	0	0	0	0
Gm31017	56	40	68	62
Exosc3	1554	1065	569	624
Trmt10b	1747	1384	964	1233
Frmpd1os	0	0	0	1
Frmpd1	135	133	51	64
Tomm5	38	21	12	9
Gm30939	1	0	5	2
Fbxo10	163	193	71	72
Polr1e	868	785	542	661
1700055D18Rik	1426	1289	795	761
Zbtb5	14126	13707	7112	8581
Grhpr	146	163	45	60
Gm12679	9	19	26	34
Gm30763	2	5	3	3
Gm12678	0	0	0	0
Zcchc7	3375	2919	6352	7533
Gm12463	201	183	133	155
5730488B01Rik	25	21	14	16
Gm12462	3045	2969	2370	3022
Mir5120	5	2	17	22
Pax5	1281	1187	1382	1648
Gm24376	0	0	0	0
Melk	98	105	93	100
Mir5106	0	0	0	1
Rnf38	19935	18123	13933	16305
Ptma-ps2	11	10	41	48
LOC115489981	6	5	3	6
Gne	63	61	27	26
Clta	240	208	95	81
Ccin	16348	16327	7152	8624
Glipr2	201	213	106	137
Gm30377	0	0	4	4
Reck	778	762	635	680
Gm12492	0	0	0	1
A630077J23Rik	5	9	1	5
Spaar	33	34	14	24
Hrct1	8	12	7	8
Olfr71	0	0	2	0
Olfr70	0	2	1	2
Tmem8b	12467	12642	9649	10461
Gm12481	41	37	10	26
Fam221b	6665	5463	3933	5343
Gm4748	1247	1110	1272	1497
Hint2	163	127	80	97
Spag8	11825	12524	6070	7151
Npr2	285	213	71	70
Gm42279	167	149	98	164
Msmp	116	113	56	57
Rgp1	3081	2777	1654	1830
Gba2	18876	19605	9189	10558
Creb3	3738	3448	1325	1549
Tln1	2612	2579	1321	1524
Tpm2	117	108	17	19
Car9	3	6	5	5
Arhgef39	1163	1178	485	526
Ccdc107	172	202	49	50
Rmrp	64640	60238	25743	30812
Sit1	0	0	1	1
Cd72	415	244	132	137
Tesk1	176737	173841	95646	106410
Fam166b	84	54	61	86
Gm52698	6	2	6	3
Rusc2	23195	23954	11727	13210
Gm46850	12	10	13	12
Gm46851	3	0	0	0
Atp8b5	4248	3940	3198	4021
Gm25010	0	0	0	0
Gm23709	0	0	0	0
Unc13b	1887	1727	2228	2559
Fam214b	3232	3297	1791	1880
Stoml2	686	638	339	312
Pigo	12285	12294	6038	6546
Fancg	7025	6874	3554	3885
Vcp	18829	18333	11166	12784
1700022I11Rik	2673	2412	1932	2313
Dnajb5	4898	4383	1815	2293
Gm52697	0	0	1	0
Phf24	477	384	263	268
Fam205c	22230	18671	11216	14608
Fam205a1	6701	6569	4138	5042
Gm12394	818	705	458	663
Ccl21a	0	0	0	0
Ccl19	0	0	0	0
Gm21158	0	0	0	0
4930578G10Rik	510	401	189	173
Gm42276	0	0	0	0
Il11ra2	0	0	0	1
Ccl27b	0	0	0	0
Gm2564	0	0	0	0
Gm10591	0	0	0	0
Gm52989	0	0	0	0
Ccl19-ps2	0	0	0	0
Fam205a2	0	3	0	1
Gm52694	0	3	0	1
LOC108168951	0	0	0	0
Gm3883	149	173	114	162
Gm21586	178	136	64	61
Gm46892	2	0	0	0
Gm46857	0	0	0	0
Gm52696	0	0	0	0
Fam205a3	1	1	0	0
Gm21953	0	0	0	0
LOC65957	0	0	0	0
Gm10600	0	0	0	0
Gm17081	0	0	0	0
Gm5859	0	3	0	0
Ccl21b	14	4	1	1
Gm52695	0	0	0	0
Gm13305	0	0	0	0
Gm13306	10	18	2	4
Gm2457	0	0	0	0
Gm13304	0	0	0	0
Gm3893	0	0	0	0
Gm21104	0	2	2	3
LOC108169009	7	11	7	13
Gm21093	0	0	0	0
Gm36562	0	0	0	0
Fam205a4	2	1	9	10
Gm20878	0	0	0	0
Ccl19-ps1	0	0	0	0
Ccl21d	0	0	0	0
Gm13302	0	0	0	0
Gm29804	0	0	0	0
Gm29801	0	0	0	0
Gm30036	1	2	1	1
Gm42275	17	18	39	46
Gm10601	774	709	563	758
Gm12407	15	7	7	9
Ccl27a	18996	16959	6592	8190
Il11ra1	211	240	101	112
Galt	35	35	40	42
Gm42274	7	10	10	6
Sigmar1	506	494	282	308
Arid3c	23	16	19	12
Dctn3	9579	9042	4305	4718
Rpp25l	2477	2254	893	1042
Cntfr	277	265	173	151
Gm12405	17	12	30	29
Enho	60	54	46	22
Dnaic1	9912	9170	6995	9303
Gm12404	352	332	341	379
Fam219a	10597	9512	5617	6164
Fam219aos	1060	876	531	544
Gm52693	314	245	190	200
1110017D15Rik	15273	15647	8024	9219
Myorg	1781	1712	959	1074
Nudt2	493	505	400	509
Kif24	2498	2332	3296	4032
Ubap1	7024	6376	4174	4791
Gm26084	3	0	0	0
Gm46891	2338	2045	1460	1761
Gm26049	52	29	42	43
Dcaf12	22529	19860	9839	11203
Gm42273	9	3	13	17
Gm12401	0	0	0	1
LOC115490070	0	0	0	1
Gm24837	6	1	3	0
Gm22888	3	0	1	3
Ubap2	23522	22360	18250	21469
Ube2r2	1130	953	602	638
Nol6	797	797	512	558
Aqp3	35	43	16	23
Gm25637	6	4	19	17
Aqp7	19221	17717	8899	10541
Mir3094	1	2	2	3
Nfx1	845	791	526	594
Gm52692	7	6	6	5
Chmp5	865	735	336	422
Bag1	9637	8785	6126	6819
Spink4	23	17	6	7
Gm12397	18	8	13	15
Gm34289	0	2	2	1
Mir5123	20	12	67	58
B4galt1	2275	2184	1800	1836
Psenen-ps	17	16	9	12
Gm34213	0	0	0	0
Smu1	7190	6289	3357	4175
Mir207	0	0	0	0
Dnaja1	2947	2256	2062	2154
Gm6297	255	205	140	146
Aptx	9437	8240	5976	7109
4933428C19Rik	238	150	233	243
Tmem215	9	2	9	6
Gm23338	0	0	0	0
4930509K18Rik	58	42	37	56
Ndufb6	3839	3013	1038	1075
Smim27	78	64	57	67
Topors	1459	1277	1252	1511
Ddx58	107	98	100	109
Aco1	157	150	56	48
Gm12389	0	0	0	0
Gm12388	0	0	0	0
Gm26087	1	0	0	0
Gm34132	16	7	14	17
Gm12387	2	1	8	5
Gm22850	0	0	0	0
Gm12384	0	0	0	0
Gm34071	0	0	2	0
Gm12385	0	0	0	0
Gm34007	0	2	0	1
Gm42272	0	1	1	1
Gm42271	27	27	32	38
1700009N14Rik	44411	40962	20880	25126
Gm17094	126	105	304	299
LOC115486431	1	0	0	0
Gm42270	0	0	2	0
Gm23607	0	0	0	0
Gm12383	0	0	0	0
Gm25581	1	1	1	0
Gm18004	0	0	0	0
Gm12382	0	0	0	0
Gm12381	0	1	0	0
Gm12378	633	596	623	761
Gm12375	0	0	0	0
LOC115490040	0	0	0	0
Gm22732	5	0	12	12
Gm12374	210	205	252	328
Rpl23a-ps6	0	0	0	0
Taf9-ps	4	9	3	8
Gm42269	12	8	6	13
Gm12371	0	0	0	0
Mir873b	0	0	0	0
Mir873a	0	0	0	0
Mir876	0	0	0	0
Gm12370	0	0	0	0
Gm12369	0	0	3	1
Lingo2	28	28	21	37
Gm12365	0	0	2	1
Gm33672	136	115	251	297
Gm18607	1	0	9	13
Gm12366	5	4	3	3
C9orf72	540	458	296	383
Ifnk	0	0	1	0
Gm52727	18	10	8	10
Gm33620	1	0	0	0
Mob3b	314	285	175	188
Gm12362	267	241	108	134
Gm12361	0	2	0	0
Platr9	0	0	0	0
Cga	1	1	0	3
Gm12363	2	0	0	1
Zfp292	179	186	234	258
LOC115486275	0	0	0	0
Smim8	3385	2907	1984	2308
Gm136	697	531	546	719
Cfap206	51626	47955	41465	52043
Slc35a1	114	98	121	163
Rars2	535	425	386	477
Orc3	371	351	357	447
Akirin2	15203	13242	6877	7807
Gm12350	343	312	130	130
Gm33434	30	33	16	32
Gm12351	2	3	4	2
Gm12754	13	23	9	15
Gm12752	0	0	1	0
Gm46882	2	0	0	1
Gm12751	19	10	3	14
Gm20764	1	0	0	0
Gm33286	1	0	1	1
Gm46855	0	0	0	0
Gm25623	0	0	0	0
Spaca1	15569	13533	8987	8863
Cnr1	263	265	187	192
Gm33105	0	0	0	0
Gm33008	8	2	23	30
Gm33059	294	244	294	329
Gm24341	0	0	0	0
Gm32955	18	24	23	41
Gm32893	20	17	32	49
Gm52726	6	5	13	27
Mir8118	1	0	4	1
Rngtt	853	595	495	612
Pnrc1	790	642	390	478
Srsf12	67	62	33	58
Gm11930	0	0	0	0
Pm20d2	42	37	16	24
Gabrr1	4	2	7	2
Gabrr2	25	25	21	26
Gm11931	0	0	0	0
Ube2j1	21881	20014	11778	13753
4933421O10Rik	8783	7078	2568	2694
Rragd	203	207	143	162
Gm11942	9	14	4	3
Gm11941	2	0	4	8
Ankrd6	197	173	129	161
Lyrm2	94	82	71	82
Gm42267	3	6	11	18
Mdn1	8962	7937	11616	13648
Casp8ap2	131	138	277	296
Gja10	49	41	40	58
Bach2os	43	38	11	13
Bach2	1227	1176	910	1102
n-TGccc3	0	1	0	0
Gm11929	0	0	1	1
Gm42266	2	0	0	2
Gm52717	0	0	0	0
Gm11927	1105	1053	431	615
Gm26254	0	0	0	0
Map3k7	2140	1900	1781	2331
Gm32412	0	0	4	6
Gm42315	141	129	91	114
Gm11922	1	0	1	1
Gm32173	0	0	0	0
Gm25705	6	5	5	15
Gm11920	1	2	3	1
4930556G01Rik	164	118	188	205
Gm11919	0	0	0	0
Gm52716	0	1	0	0
Gm11917	6	4	8	5
Epha7	1299	1118	808	1103
Gm11909	0	0	0	0
Gm11908	0	0	0	0
Gm25378	0	0	0	0
Gm11907	0	0	0	0
Gm52725	0	0	0	0
Gm11911	0	0	0	0
Tpm3-rs2	1	0	0	0
n-TIaat2	0	0	0	0
Gm11914	0	0	0	2
LOC115490041	0	0	0	0
Gm25173	0	0	0	0
Gm42264	8	9	5	3
4930548K13Rik	42	34	20	29
Gm11905	0	0	0	0
Gng2-ps1	3	2	0	0
Gm11903	0	0	0	0
Bhmt-ps1	0	0	0	0
Manea	176	132	167	202
Gm24965	0	0	0	0
Gm11895	10	8	7	6
Gm42263	2	2	4	2
Gm24042	0	0	0	0
Fut9	0	0	0	0
Gm24977	0	0	0	0
Gm11893	99	107	77	72
Gm11896	0	2	4	2
Gm25975	0	0	0	0
Gm11897	0	1	3	6
Prdx6-ps2	7	3	2	4
Ufl1	468	369	424	483
LOC115489977	16	12	15	31
Fhl5	9220	7927	6016	7732
Gpr63	4	6	4	1
C230012O17Rik	0	0	0	0
Ndufaf4	139	108	62	68
Gm46848	64	88	128	158
Gm31379	3	2	3	5
Gm31436	0	1	2	1
Klhl32	966	883	612	723
Mms22l	917	827	655	813
Gm11892	7	1	2	2
Gm27243	20	20	11	17
Gm31145	12	14	2	2
Gm11889	225	211	301	338
Gm11888	0	0	1	0
Gm31085	192	182	173	250
Gm11884	0	0	0	1
Gm38450	0	0	0	0
Gm30886	23	18	26	34
1700025O08Rik	10	5	3	9
Gm52715	34	32	20	22
Gm42262	0	0	0	0
Gm11878	1	0	2	0
Gm30731	0	0	0	0
Pou3f2	3	3	2	2
Gm24607	0	0	1	0
Fbxl4	103	84	58	84
Gm11882	0	0	0	0
Gm42260	0	0	1	2
Gm11885	0	0	0	0
Faxc	205	169	96	108
Coq3	846	793	458	483
Pnisr	421	357	580	615
4930528A17Rik	372	359	206	229
Usp45	985	890	755	939
Tstd3	192	146	88	89
Ccnc	1613	1328	807	1002
Prdm13	0	0	0	0
LOC115490055	0	0	0	0
Gm11875	0	0	0	0
Gm25977	0	0	0	0
Gm11871	0	0	0	0
Gm11873	0	0	6	26
Gm11872	138	141	164	192
Gm52761	0	0	0	0
Nkain3	12	9	15	8
Gm29814	0	0	0	0
Ggh	625	571	562	617
4930598A11Rik	36	21	27	32
Ttpa	93	57	97	102
4930480G23Rik	195	163	103	135
Atp6v0d2	5	4	2	3
Slc7a13	4	4	4	0
Gm12354	0	0	0	0
LOC108168933	7	3	6	3
Gm42259	63	58	86	137
Wwp1	2562	2172	2106	2792
Gm52724	0	0	1	0
Rmdn1	15	21	7	9
Cpne3	61	29	33	29
Gm11877	0	1	1	1
Cngb3	586	445	565	636
Gm12393	0	0	0	0
Gm42258	712	641	499	576
Gm11868	60	49	143	161
Cnbd1	1602	1359	1613	1992
Gm11853	0	1	3	2
Gm11860	0	0	0	0
Mmp16	5	6	1	5
Gm30092	0	0	0	0
Gm42257	45	21	26	31
Gm11850	0	0	0	0
Gm11848	0	0	1	1
Gm23975	0	0	0	0
Gm11862	0	0	0	0
Gm24978	1	1	0	2
Gm11864	0	0	0	0
Gm11865	0	1	1	5
A530072M11Rik	77	59	34	74
Ripk2	25	17	15	14
Osgin2	643	540	554	638
Nbn	975	809	1059	1318
Mir6400	0	0	0	1
Decr1	229	160	115	128
Gm26148	0	0	0	0
Calb1	0	0	0	0
Gm11855	2	5	6	2
Gm11857	0	0	0	0
Gm24317	0	0	0	0
Gm29829	44	25	11	9
Gm29883	183	129	103	115
Gm51436	287	214	345	412
Tmem64	11891	10908	4021	4047
Gm36801	0	3	3	2
Gm11844	8	3	9	9
Necab1	314	257	70	73
Gm11837	20057	17652	11775	14660
Pip4p2	77	80	37	47
Otud6b	2216	1943	1909	2420
Lrrc69	1405	1224	1236	1593
Slc26a7	123	119	129	122
Gm11836	0	0	0	1
Gm24908	0	0	0	0
Gm2560	21	22	16	17
Gm11824	0	0	0	0
Gm24068	0	0	0	0
Gm11823	0	0	0	0
Runx1t1	689	593	853	1004
Gm36438	0	0	0	0
Gm36488	0	0	0	0
Gm46881	0	0	0	0
Gm11826	1	2	2	0
Gm20032	0	0	0	0
Gm46880	19	13	27	30
Gm46847	0	0	0	0
Gm11820	3	2	0	1
Gm42256	56	17	75	80
Triqk	683	628	507	555
LOC115490057	0	0	0	0
Gm52759	0	0	0	0
Gm11847	6	7	6	2
Gm46846	4	5	4	2
Gm46845	95	47	25	15
Cibar1	1313	1132	1204	1385
Rbm12b1	300	230	271	291
Gm11843	525	479	1312	1551
Gm11841	4	2	7	13
Gm11839	7	4	18	30
Rbm12b2	142	142	337	384
Gm52723	89	68	59	82
Tmem67	2570	2230	2284	2765
Gm46844	12	12	9	13
Gm42255	5	10	14	12
Gm52722	41	18	73	105
1700123M08Rik	583	495	449	514
Pdp1	5264	4604	3298	3921
Cdh17	11	12	11	13
Gem	220	200	86	101
Gm35884	0	0	0	1
Gm11833	0	0	0	0
Gm11832	4	2	2	0
Fsbp	0	0	0	5
Rad54b	350	232	285	341
Gm35693	304	282	167	198
LOC115489931	0	1	4	2
Virma	3522	2910	3012	3624
Gm11821	10	5	7	13
Gm35631	3	1	1	1
Esrp1	68	37	27	27
Dpy19l4	282	244	206	246
Ints8	608	606	682	798
Ccne2	102	90	79	101
A630034I12Rik	25	16	36	41
Trp53inp1	140	108	142	163
Mir684-2	0	0	0	0
Gm11829	0	0	0	0
Gm11827	0	0	0	0
Ndufaf6	26	16	6	15
Gm35429	0	0	0	1
Gm46843	15	6	9	12
Plekhf2	1402	1057	733	862
Gm2401	1	0	0	0
Rps11-ps3	0	0	0	0
n-TSaga9	0	0	0	0
2610301B20Rik	3118	2870	2383	2684
Gm12919	7	5	5	3
Gm12918	16	16	6	17
Mir3471-1	0	0	0	0
Gm12920	0	0	0	0
1700123O12Rik	1131	983	525	569
Gm11814	4	5	2	3
Gm46879	3	2	1	1
Gm35008	23	18	11	21
4930448K20Rik	958	879	440	596
Gdf6	3	5	4	2
4930412C18Rik	8	5	9	13
Gm34947	0	0	0	0
Gm24152	0	0	0	0
Gm19130	0	0	0	0
Asph	126	113	54	64
LOC115490056	0	0	0	0
Gm11816	2	1	0	1
Gm23423	0	0	0	0
Clvs1	130	135	47	67
Gm34288	252	215	165	189
Gm50597	1	4	2	1
Gm34428	0	0	0	0
Rps18-ps2	0	0	0	0
Gm46842	0	0	2	2
Gm46841	154	143	129	145
Chd7	740	616	616	706
Gm11809	0	0	0	1
Gm8273	85	54	22	29
Gm42253	7	4	13	11
Rab2a	2548	2200	1627	1691
Gm18098	1	0	0	0
Gm11810	0	0	0	1
Gm42252	38	33	17	15
Car8	49	49	35	48
Gm23860	0	0	0	0
Gm33752	138	121	84	106
8430436N08Rik	1	0	0	3
Gm33646	2	0	1	0
Gm33539	0	1	1	2
Gm33462	0	0	0	0
Gm11802	474	380	441	603
Tox	228	202	88	114
Gm22473	0	0	0	0
Gm11801	1	0	1	1
Gm11803	0	0	0	0
Nsmaf	6804	5920	4330	5256
Sdcbp	3081	2663	1977	2368
Cyp7a1	2	0	0	2
Ubxn2b	176	136	179	244
Gm11797	0	0	0	0
Gm18158	0	0	0	0
Gm11796	0	0	0	0
Gm24337	0	0	0	0
Fam110b	1043	986	511	580
4930423M02Rik	330	276	343	479
Gm18933	0	0	0	0
Bpnt2	4543	3876	2087	2410
Gm26436	0	0	0	0
Gm33259	0	1	0	1
Gm33182	21	20	85	99
Gm11780	8493	7150	4785	6006
Gm33057	281	208	258	310
Gm33007	6	3	4	5
A830012C17Rik	12	16	18	23
Penk	10548	9676	6099	6969
Sdr16c6	2	0	0	1
Gm52721	10	8	16	21
Sdr16c5	0	0	0	1
Rps10-ps3	0	0	1	1
Gm11808	12	14	6	16
Gm19037	160	136	151	184
Chchd7	3324	3142	1626	1742
Plag1	15	19	37	41
Mos	329	324	151	192
Gm24125	0	0	1	0
Gm32823	60	81	102	131
LOC115490074	48	46	19	14
Rps20	20896	21243	10997	12105
Gm22781	0	0	1	0
Gm11805	0	0	0	0
6330407A03Rik	1	0	0	3
Lyn	19	17	12	13
Gm42250	11	6	4	5
2210414B05Rik	1	0	1	1
Tgs1	60	49	83	76
Tmem68	118	77	81	85
Mir3471-2	0	0	0	0
LOC108168924	7	3	0	4
Gm11787	44	36	16	24
Gm11784	0	0	0	0
Gm11786	0	4	0	1
Gm46840	158	177	124	176
Gm52720	1	1	0	0
Vmn1r3	0	0	0	0
Vmn1r2	0	0	0	0
Vmn1r-ps3	0	0	0	0
Vmn1r-ps2	0	0	0	0
Gm23941	0	0	0	0
Gm17843	0	0	0	0
Gm19149	0	0	0	0
Wls	41	37	6	13
Rpe65	26	13	23	33
Depdc1a	4	1	2	3
Gm9424	0	0	0	0
Gm20752	0	0	0	2
Gm9423	0	0	0	0
Gm3092	0	0	0	0
Lrrc7	45	38	134	149
Lrrc40	1150	1013	886	1105
Srsf11	2586	2285	2609	2868
Ankrd13c	3578	2770	1822	2204
1810013D15Rik	0	0	0	1
Cth	5	4	6	2
Gm6520	1	0	0	2
Gm5550	1	0	5	4
Ptger3	2	4	7	10
Mir186	2	2	9	8
Zranb2	2465	2001	1931	2180
4930592C13Rik	1127	1096	765	859
Gm5983	0	0	0	0
Gm23379	0	0	0	0
Gm22458	0	0	0	0
Gm23725	0	0	0	0
Gm24373	0	1	0	2
Negr1	44	39	55	60
4930570G19Rik	1220	1149	670	761
